Data Source,WR Web Orders by Week 2023.xlsx,,,GA4 + GTM,
Total,699,"$235,076",,506,197202.5
,Order,Revenue,,Order,Revenue
,DC5J3,"$1,171",,DN9P4,79.05
,DE055,$18,,DN9P3,26.34
,DE6P2,$110,,DN9P2,39.24
,DE8D0,$117,,DN9P1,141
,DF048,$230,,DN9P0,38.06
,DF0N4,$65,,DN9N9,215.7
,DF2R8,$41,,DN9N8,250.39
,DF5K7,$59,,DN9N7,63.56
,DF6C5,$12,,DN9Q2,84.2
,DF7L6,"$1,760",,DN9Q1,56.1
,DF852,$88,,DN9Q0,270.64
,DF8L9,$124,,DN9P8,284.46
,DG6N5,$47,,DN9P5,201.73
,DG6U7,$6,,DP0K1,552.52
,DH3W0,$468,,DP0K0,94.35
,DH7W2,$71,,DP0J9,0
,DH877,$82,,DP0J8,106.7
,DJ1P1,$439,,DP0J7,119.44
,DJ4H2,$25,,DP0J6,43.14
,DK398,$110,,DP0J5,288.43
,DK3Q1,$25,,DP0J4,57.52
,DK599,$19,,DP0J3,69.88
,DK5B9,$62,,DP0J2,148.9
,DK5L3,"$1,281",,DP0J1,77.04
,DK5X4,$10,,DP0H8,8.6
,DK6Y0,$135,,DP0H7,259.32
,DK8W1,$7,,DP0H6,198
,DL043,$97,,DP0H0,84.45
,DL1D5,$60,,DP0G6,133.84
,DL1E3,$138,,DP0F9,501.9
,DL3L0,$50,,DP0F8,77.82
,DL7E7,$155,,DP0F4,308.48
,DL8B0,$156,,DP0F1,693.27
,DL8N5,$87,,DP0E8,445.23
,DL8P0,$91,,DP0E7,2649.97
,DL8Z9,"$1,820",,DP0E6,89.16
,DL942,$198,,DP0E4,271.57
,DM009,$25,,DP0E2,51.33
,DM031,$48,,DP0E0,215
,DM0B1,$13,,DP0D9,18.24
,DM174,$94,,DP0D8,93.96
,DM199,$98,,DP0D7,329.15
,DM1A0,$400,,DP0D1,22.38
,DM282,$118,,DP0C7,327.46
,DM2N6,$8,,DP0C6,0
,DM2T5,$24,,DP0C4,319.08
,DM346,$165,,DP0B8,31.98
,DM3R3,$138,,DP0B7,1184.03
,DM3Y1,$50,,DP0B4,291.6
,DM4D0,$99,,DP0A9,2311.78
,DM4E5,$7,,DN9Z8,145.49
,DM4G0,$46,,DN9Z7,253.29
,DM4H1,$11,,DN9Z5,928.8
,DM5E2,$64,,DN9Z4,401.13
,DM5H0,$161,,DN9Z3,11473.98
,DM5P4,$215,,DN9Z2,42.3
,DM5Q8,$76,,DN9Z1,26
,DM6E4,$125,,DN9Y7,1877.76
,DM6P3,$26,,DN9Y3,184.66
,DM7K5,$43,,DN9Y1,374.1
,DM7N7,$228,,DN9X7,97.4
,DM7P1,$98,,DN9X2,743.02
,DM7Q9,$206,,DN9W0,487.52
,DM7W3,$69,,DN9V6,599.4
,DM843,$653,,DN9V2,19
,DM8A3,$511,,DN9U7,500.52
,DM8D2,$863,,DN9U6,1169.52
,DM8J4,$64,,DN9U5,141.76
,DM8J9,$25,,DN9U4,115.72
,DM8K3,$67,,DN9T9,704.59
,DM8L4,$92,,DN9T8,341
,DM8P4,$188,,DN9T7,532.22
,DM905,$114,,DN9T2,530.65
,DM963,$348,,DN9T1,198.77
,DM964,$48,,DN9T0,156
,DM972,$11,,DN9Q8,220.68
,DM9D3,$128,,DN9Q5,4022.1
,DM9D4,$118,,DN9Q3,5.02
,DM9D5,$43,,DN995,114.28
,DM9Z2,$54,,DN992,0
,DN035,$17,,DN987,0
,DN0B1,$64,,DN985,239.4
,DN0C6,$226,,DN982,163.95
,DN0R7,$224,,DN976,354.24
,DN0U3,$130,,DN975,405.34
,DN0W0,$471,,DN973,398.9
,DN116,$35,,DN963,128.07
,DN147,$39,,DN962,157.45
,DN155,$75,,DN960,278.74
,DN159,$30,,DN957,0
,DN167,$113,,DN951,533.08
,DN192,$16,,DN948,53.46
,DN1G0,$19,,DN940,171.32
,DN1J1,$384,,DN935,201.97
,DN1N4,$67,,DN934,825.68
,DN1V6,$87,,DN928,68.85
,DN260,$235,,DN927,295.77
,DN270,$39,,DN926,50.04
,DN2G6,$240,,DN924,326.44
,DN2G7,$240,,DN922,262.8
,DN2N2,$344,,DN920,0
,DN2R9,$64,,DN916,1181.3
,DN2T9,$116,,DN912,250.82
,DN2U8,$36,,DN906,255.86
,DN2X4,$778,,DP1F7,150.5
,DN300,$94,,DP1F6,228.3
,DN306,$131,,DP1F5,768.44
,DN322,$89,,DP1F4,324.45
,DN380,$52,,DP1F3,158.22
,DN3B2,$52,,DP1F2,283.86
,DN3G9,$48,,DP1F1,174.51
,DN3H8,$31,,DP1F0,193.95
,DN3J7,$49,,DP1E9,259.56
,DN3N2,$69,,DP1E8,247.41
,DN447,$125,,DP1E7,385.2
,DN454,$126,,DP1E6,259.56
,DN468,$187,,DP1E5,163.08
,DN474,$17,,DP1E4,242.55
,DN479,$50,,DP1E3,132.21
,DN482,$300,,DP1E2,431.52
,DN483,$300,,DP1E1,46.98
,DN4A6,$63,,DP1D8,80.78
,DN4C9,$418,,DP1C8,30.13
,DN4F0,$109,,DP1C7,253.58
,DN4F7,$156,,DP1C6,310.92
,DN4N4,$135,,DP1C3,161.96
,DN4N9,$191,,DP1C0,270.9
,DN4P7,$112,,DP1B7,216.18
,DN4Q2,$20,,DP1B4,20
,DN4V9,$144,,DP1B0,237.67
,DN507,$92,,DP1A8,176.6
,DN528,$40,,DP1A7,134.04
,DN543,"$3,635",,DP1A4,90.55
,DN553,$7,,DP1A2,591.06
,DN599,$124,,DP0Z8,704.1
,DN5D8,$5,,DP0Z6,118.08
,DN5F6,"$2,092",,DP0Z2,279.93
,DN5G4,$102,,DP0Y8,95.24
,DN5H0,$18,,DP0Y6,158.39
,DN5H9,$224,,DP0Y3,449
,DN5J3,$15,,DP0Y1,362.93
,DN5K4,$300,,DP0X1,91.47
,DN5L2,$414,,DP0X0,100.56
,DN5L4,$678,,DP0W9,140.56
,DN5P2,$107,,DP0W7,601.66
,DN5W9,$35,,DP0W4,140.48
,DN5Z3,$24,,DP0W2,303.34
,DN604,$39,,DP0W1,33.28
,DN606,$353,,DP0V9,59.25
,DN610,$418,,DP0V6,19.69
,DN611,$919,,DP0V3,0
,DN616,$220,,DP0V0,584.35
,DN624,"$1,449",,DP0U9,682.28
,DN6A1,$81,,DP0U7,1458
,DN6B1,$47,,DP0U0,2777.33
,DN6F1,$9,,DP0T9,71
,DN6F3,$734,,DP0T8,769.73
,DN6G8,$724,,DP0T5,17.59
,DN6H3,"$1,215",,DP0T4,29.59
,DN6K4,$93,,DP0T3,108.72
,DN6M6,$163,,DP0R6,41.68
,DN6N2,$71,,DP0R1,419.66
,DN6N7,$156,,DP0Q9,5.2
,DN6U3,$60,,DP0Q7,42.48
,DN6U5,$120,,DP0Q2,2419.6
,DN6W4,$88,,DP0P9,46.98
,DN6W7,$238,,DP0P7,102.56
,DN6X3,$88,,DP0P6,24.37
,DN6X5,$44,,DP0P5,910.08
,DN6Y1,$86,,DP0P3,65.84
,DN6Y4,$19,,DP0P0,264.03
,DN6Y9,$279,,DP0N9,139.74
,DN6Z5,$158,,DP0N7,94.35
,DN6Z7,$459,,DP0N5,0
,DN714,"$1,078",,DP0N0,341.3
,DN739,$386,,DP0M9,27.9
,DN752,$267,,DP0M8,0
,DN755,$164,,DP0M5,2036.27
,DN757,$6,,DP0M2,55.72
,DN758,$237,,DP0M1,1022.8
,DN761,$64,,DP0M0,336.43
,DN765,$273,,DP0L6,705.8
,DN766,$64,,DP0K7,499.15
,DN767,$136,,DP0K5,0
,DN7G1,$38,,DP0K4,5862.7
,DN7G6,"$1,850",,DP0K3,24.84
,DN7K1,$22,,DP0K2,0
,DN7K3,$125,,DP097,188.36
,DN7N1,$413,,DP095,0
,DN7N6,$480,,DP094,162.3
,DN7P1,$53,,DP092,70.14
,DN7P3,$78,,DP091,391.82
,DN7T7,$97,,DP089,0
,DN7U0,$159,,DP088,0
,DN7W5,$17,,DP086,839.86
,DN7Y3,$271,,DP083,97.96
,DN837,$37,,DP079,363.54
,DN840,$274,,DP072,154.24
,DN844,$272,,DP067,379.59
,DN861,$10,,DP065,628.73
,DN863,$818,,DP062,428.4
,DN877,$511,,DP061,302.2
,DN890,$175,,DP050,262.8
,DN891,$456,,DP047,72.72
,DN896,$24,,DP045,1293.3
,DN899,$19,,DP038,295.96
,DN8B7,$83,,DP037,43.58
,DN8E5,$249,,DP036,1.83
,DN8G0,$42,,DP035,51.63
,DN8J7,$69,,DP034,1201.4
,DN8K3,$32,,DP032,338.03
,DN8M0,$42,,DP030,512.72
,DN8M3,"$1,436",,DP029,95.5
,DN8N7,$51,,DP027,204.21
,DN8N9,$87,,DP026,251.54
,DN8P6,$36,,DP025,858.24
,DN8T1,$555,,DP024,228.42
,DN8X3,$312,,DP023,196.32
,DN8X8,$495,,DP022,26.5
,DN8Y2,$38,,DP021,741.56
,DN8Z7,"$7,061",,DP020,0
,DN906,$55,,DP018,0
,DN912,$168,,DP017,0
,DN916,$65,,DP012,136.3
,DN920,$72,,DP007,145.68
,DN922,$263,,DP006,109.98
,DN924,$326,,DP005,590.82
,DN926,$50,,DP001,34.31
,DN927,$296,,DP000,1345.84
,DN928,$69,,DP2H2,159.38
,DN934,$826,,DP2H0,40.67
,DN935,$121,,DP2G9,228.4
,DN940,$171,,DP2G8,274.4
,DN945,"$3,572",,DP2G7,519.4
,DN948,$53,,DP2G6,189.35
,DN951,$533,,DP2G5,0
,DN953,$714,,DP2G2,146.9
,DN957,$312,,DP2G1,493.2
,DN960,$261,,DP2F9,218.5
,DN962,$157,,DP2F3,0
,DN973,$316,,DP2F2,0
,DN976,$354,,DP2F0,122.02
,DN982,$164,,DP2E6,318.9
,DN985,$239,,DP2E5,118.32
,DN987,$838,,DP2E1,504.96
,DN992,$465,,DP2D8,3416.71
,DN995,$114,,DP2D7,253
,DN9A3,"$3,663",,DP2D5,83.78
,DN9D0,$28,,DP2D3,336.84
,DN9D9,$363,,DP2C8,96.57
,DN9F5,$762,,DP2C7,1137.8
,DN9F8,$171,,DP2C5,549.36
,DN9G3,"$1,244",,DP2C3,539.54
,DN9G8,$135,,DP2C2,110.62
,DN9H1,$70,,DP2C1,392.4
,DN9H2,$302,,DP2B9,190.06
,DN9H5,$673,,DP2B7,444.75
,DN9J0,$64,,DP2B5,231.68
,DN9J2,$333,,DP2B4,66.43
,DN9J4,$463,,DP2B3,29.38
,DN9J7,"$3,255",,DP2B1,83.32
,DN9K1,$105,,DP2A9,136.39
,DN9K2,$102,,DP2A8,340.18
,DN9K3,$306,,DP2A1,415.33
,DN9K4,$93,,DP1Z6,57.7
,DN9K6,"$1,219",,DP1Z1,452.97
,DN9L2,$78,,DP1Z0,501.6
,DN9L3,$348,,DP1Y8,107.5
,DN9L5,$229,,DP1Y7,349
,DN9L7,$315,,DP1Y5,115.72
,DN9L8,$758,,DP1Y2,948.5
,DN9M1,"$1,109",,DP1Y0,417
,DN9M2,$84,,DP1X9,636.5
,DN9M3,$240,,DP1X7,89.52
,DN9M5,$254,,DP1X4,1607.76
,DN9M7,$82,,DP1X3,398.48
,DN9N0,$17,,DP1W5,280.74
,DN9N1,$168,,DP1W3,868.39
,DN9N4,$199,,DP1V4,499.42
,DN9N5,$57,,DP1V3,40.38
,DN9N6,$249,,DP1V2,297
,DN9N7,$64,,DP1V1,666.32
,DN9N8,$250,,DP1U7,52.16
,DN9N9,$216,,DP1U4,0
,DN9P0,$38,,DP1U2,129
,DN9P1,$141,,DP1T7,217.42
,DN9P2,$39,,DP1T6,1343.04
,DN9P3,$26,,DP1T3,99.6
,DN9P4,$26,,DP1R2,720.97
,DN9P5,$42,,DP1Q0,0
,DN9P8,$124,,DP1P8,161.95
,DN9Q1,$56,,DP1P4,108.95
,DN9Q2,$84,,DP1M3,150.55
,DN9Q3,$5,,DP195,358.92
,DN9Q5,"$4,022",,DP188,216.8
,DN9Q8,$221,,DP187,331.66
,DN9R9,$152,,DP186,0
,DN9T0,$156,,DP180,371.19
,DN9T1,$199,,DP179,476.4
,DN9T7,$532,,DP176,230.25
,DN9T8,$341,,DP175,159.71
,DN9T9,$545,,DP168,332.58
,DN9U4,$116,,DP165,127.5
,DN9U5,$109,,DP161,82.8
,DN9U6,"$1,170",,DP159,119.18
,DN9U7,$501,,DP156,628.51
,DN9V2,$19,,DP155,25.46
,DN9V6,$599,,DP154,250.37
,DN9W0,$488,,DP153,0
,DN9X2,$729,,DP151,340.8
,DN9Y1,$374,,DP149,800.87
,DN9Y3,$185,,DP148,159.24
,DN9Y7,"$1,878",,DP145,1191.6
,DN9Z1,$26,,DP140,158.49
,DN9Z2,$42,,DP138,70.67
,DN9Z4,$253,,DP136,65.12
,DN9Z5,$929,,DP133,502.8
,DN9Z7,$190,,DP128,10.53
,DN9Z8,$145,,DP121,16.97
,DP000,"$1,346",,DP116,300.68
,DP001,$12,,DP113,17.31
,DP005,$514,,DP109,202.89
,DP006,$110,,DP107,0
,DP007,$146,,DP104,0
,DP012,$136,,DP101,203.04
,DP017,$161,,DP3C5,97.46
,DP018,$483,,DP3C4,114.68
,DP020,$635,,DP3C3,409.06
,DP022,$27,,DP3C2,2160.86
,DP023,$196,,DP3B8,0
,DP024,$228,,DP3B6,155.79
,DP025,$858,,DP3B4,406.5
,DP027,$204,,DP2Z9,10.85
,DP029,$96,,DP2Z6,1156.5
,DP032,$338,,DP2Z5,96.18
,DP035,$52,,DP2Z4,523.2
,DP036,$2,,DP2Z2,125.16
,DP037,$44,,DP2Z0,567
,DP038,$296,,DP2Y9,1334.42
,DP047,$73,,DP2Y5,49.48
,DP050,$263,,DP2Y3,16.14
,DP051,$154,,DP2Y1,516.44
,DP061,$302,,DP2Y0,17.85
,DP062,$428,,DP2X8,0
,DP065,$629,,DP2X7,545.52
,DP067,$240,,DP2X6,835
,DP072,$154,,DP2X5,900.8
,DP079,$242,,DP2W9,225.91
,DP086,$840,,DP2W8,97.46
,DP088,$833,,DP2W7,67.68
,DP089,$8,,DP2W3,216.4
,DP091,$392,,DP2V8,89.52
,DP092,$70,,DP2V5,620.52
,DP094,$162,,DP2V2,33.9
,DP095,$30,,DP2V1,204.31
,DP097,$188,,DP2V0,1094.2
,DP0A2,$95,,DP2U9,1013.89
,DP0A8,$133,,DP2U6,397.2
,DP0A9,"$2,312",,DP2T7,255.59
,DP0B4,$292,,DP2T5,457.32
,DP0B7,"$1,184",,DP2T4,983.43
,DP0B8,$32,,DP2T3,56.7
,DP0C4,$298,,DP2T2,96.48
,DP0C7,$327,,DP2T0,89.52
,DP0D1,$22,,DP2R9,592.9
,DP0D7,$182,,DP2R7,477.6
,DP0D8,$94,,DP2R0,2188.19
,DP0D9,$18,,DP2Q8,63.55
,DP0E0,$215,,DP2Q7,197.28
,DP0E2,$51,,DP2Q4,477.74
,DP0E4,$187,,DP2P9,650.88
,DP0E5,$969,,DP2N6,1561.83
,DP0E6,$89,,DP2N5,3145.42
,DP0E7,"$2,381",,DP2N3,320.4
,DP0E8,$445,,DP2M8,626.44
,DP0F1,$676,,DP2M0,250.72
,DP0F4,$174,,DP2L5,209.25
,DP0F8,$78,,DP2L4,142.04
,DP0F9,$411,,DP2L2,104.26
,DP0G6,$134,,DP2L1,63.58
,DP0H0,$84,,DP2L0,3.73
,DP0H6,$184,,DP2K9,625.2
,DP0H7,$259,,DP2K8,46.36
,DP0H8,$9,,DP2K7,8.54
,DP0H9,"$1,142",,DP2K5,142.65
,DP0J2,$149,,DP2K2,137.49
,DP0J3,$70,,DP2K0,26.76
,DP0J4,$58,,DP2J9,26.76
,DP0J5,$288,,DP2J8,65.87
,DP0J6,$43,,DP2J7,132.9
,DP0J7,$119,,DP2J5,81.16
,DP0K0,$94,,DP2H7,221.83
,DP0K1,$553,,DP2H4,51.45
,DP0K2,$263,,DP299,254.01
,DP0K3,$25,,DP293,87.36
,DP0K4,"$5,670",,DP292,223.02
,DP0K5,$239,,DP291,260.79
,DP0K7,$499,,DP278,56.9
,DP0L6,$706,,DP275,709.5
,DP0M0,$336,,DP269,264.09
,DP0M1,"$1,023",,DP266,547.72
,DP0M2,$56,,DP265,265.21
,DP0M5,"$2,036",,DP263,0
,DP0M8,$774,,DP255,488.25
,DP0M9,$28,,DP249,255.43
,DP0N0,$310,,DP246,574.65
,DP0N5,$314,,DP244,49.12
,DP0N7,$94,,DP243,93.33
,DP0N9,$140,,DP236,26.24
,DP0P0,$264,,DP233,967.13
,DP0P3,$66,,DP224,81.71
,DP0P5,$910,,DP223,460
,DP0P6,$24,,DP219,165.1
,DP0P7,$103,,DP218,33.47
,DP0P9,$47,,DP217,63.75
,DP0Q2,"$2,420",,DP214,95.2
,DP0Q7,$42,,DP209,115.17
,DP0Q9,$5,,DP208,0
,DP0R1,$420,,DP207,95.28
,DP0R6,$42,,DP206,371.32
,DP0T3,$109,,DP204,17.44
,DP0T4,$30,,DP203,461.44
,DP0T5,$18,,DP201,104.45
,DP0T8,$371,,DP200,1248.76
,DP0T9,$28,,DP3Z9,86.76
,DP0U0,"$2,777",,DP3Z8,101.34
,DP0U9,$682,,DP3Z6,28.44
,DP0V0,$383,,DP3Z5,73.32
,DP0V3,$443,,DP3Y9,101.34
,DP0V6,$20,,DP3Y8,65.09
,DP0V9,$27,,DP3Y6,474.32
,DP0W1,$33,,DP3Y3,1084.56
,DP0W2,$303,,DP3X9,230.92
,DP0W4,$140,,DP3X0,1462.48
,DP0W7,$546,,DP3W7,155.72
,DP0W9,$141,,DP3V8,97.74
,DP0X0,$101,,DP3U6,146.75
,DP0X1,$91,,DP3U1,72.36
,DP0Y1,$363,,DP3T8,190.08
,DP0Y3,$449,,DP3T3,810.19
,DP0Y6,$158,,DP3R4,2112.72
,DP0Y8,$95,,DP3R1,8
,DP0Z2,$280,,DP3Q9,298.08
,DP0Z4,$266,,DP3Q8,2228.07
,DP0Z6,$118,,DP3Q7,0
,DP0Z8,$704,,DP3Q6,97.6
,DP101,$203,,DP3Q5,28.38
,DP104,$36,,DP3Q4,37.5
,DP107,$444,,DP3P6,119.71
,DP109,$203,,DP3P3,643.32
,DP113,$17,,DP3N4,888.95
,DP116,$301,,DP3N3,65.74
,DP128,$11,,DP3N2,323.75
,DP136,$65,,DP3M8,240.86
,DP138,$71,,DP3M6,752.6
,DP140,$158,,DP3M5,519.54
,DP145,"$1,192",,DP3M4,109.3
,DP148,$159,,DP3M3,4057.68
,DP149,$801,,DP3M1,652.95
,DP151,$341,,DP3L8,871.38
,DP153,$199,,DP3L7,317.16
,DP154,$250,,DP3L6,499.09
,DP155,$25,,DP3L0,148.4
,DP156,$629,,DP3K6,321.6
,DP159,$68,,DP3K4,73.2
,DP161,$83,,DP3K1,1692.57
,DP165,$128,,DP3J7,252.06
,DP175,$160,,DP3H4,1854
,DP176,$230,,DP3H2,1157.6
,DP180,$371,,DP3H0,656.8
,DP186,"$1,252",,DP3G6,399.31
,DP187,$21,,DP3G0,545.82
,DP195,$359,,DP3F9,97.2
,DP197,$280,,DP3F8,1412.9
,DP1A2,$591,,DP3F7,131.76
,DP1A4,$91,,DP3F5,4.86
,DP1A7,$27,,DP3E5,0
,DP1A8,$177,,DP3E4,21.95
,DP1B0,$238,,DP3E3,1010.92
,DP1B2,$353,,DP3E2,121.18
,DP1B7,$216,,DP3D1,128.8
,DP1C0,$271,,DP3C9,175.3
,DP1C6,$311,,DP3C8,0
,DP1C7,$254,,DP3C7,97.5
,DP1C8,$30,,DP3C6,209.04
,DP1D8,$81,,DP349,322.16
,DP1E1,$47,,DP348,412.64
,DP1E3,$132,,DP347,207.54
,DP1E4,$243,,DP346,197.02
,DP1E5,$163,,DP345,396.59
,DP1E6,$260,,DP343,738.62
,DP1E7,$385,,DP341,66.42
,DP1E8,$247,,DP340,66.42
,DP1E9,$260,,DP335,161.48
,DP1F0,$194,,DP333,1749.73
,DP1F1,$175,,DP331,0
,DP1F2,$284,,DP330,0
,DP1F3,$158,,DP328,120.49
,DP1F4,$324,,DP320,97.46
,DP1F6,$228,,DP312,101.34
,DP1F7,$151,,DP309,110.74
,DP1M3,$151,,DP307,149.94
,DP1P4,$109,,DP305,28.44
,DP1P8,$131,,DP304,94.79
,DP1R2,$721,,DP303,183.05
,DP1T3,$100,,DP301,101.34
,DP1T6,"$1,343",,,
,DP1T7,$217,,,
,DP1U2,$129,,,
,DP1U4,$99,,,
,DP1U6,$74,,,
,DP1U7,$52,,,
,DP1V1,$240,,,
,DP1V2,$297,,,
,DP1V3,$40,,,
,DP1V4,$481,,,
,DP1W5,$226,,,
,DP1X3,$398,,,
,DP1X4,"$1,608",,,
,DP1X7,$90,,,
,DP1X9,$637,,,
,DP1Y0,$417,,,
,DP1Y2,$491,,,
,DP1Y5,$116,,,
,DP1Y7,$349,,,
,DP1Y8,$108,,,
,DP1Z0,$502,,,
,DP1Z1,$453,,,
,DP1Z6,$58,,,
,DP200,"$1,199",,,
,DP201,$66,,,
,DP203,$461,,,
,DP204,$17,,,
,DP205,$218,,,
,DP206,$371,,,
,DP207,$95,,,
,DP209,$47,,,
,DP214,$95,,,
,DP217,$64,,,
,DP219,$165,,,
,DP223,$460,,,
,DP224,$82,,,
,DP231,$92,,,
,DP233,$902,,,
,DP243,$93,,,
,DP244,$49,,,
,DP246,$575,,,
,DP249,$255,,,
,DP260,$278,,,
,DP263,$78,,,
,DP265,$246,,,
,DP266,$409,,,
,DP269,$264,,,
,DP275,$710,,,
,DP291,$261,,,
,DP292,$223,,,
,DP293,$87,,,
,DP299,$227,,,
,DP2A8,$340,,,
,DP2A9,$136,,,
,DP2B1,$83,,,
,DP2B3,$29,,,
,DP2B4,$66,,,
,DP2B5,$232,,,
,DP2B7,$445,,,
,DP2B9,$178,,,
,DP2C2,$111,,,
,DP2C3,$427,,,
,DP2C7,"$1,138",,,
,DP2C8,$97,,,
,DP2D3,$337,,,
,DP2D5,$84,,,
,DP2D7,$253,,,
,DP2D8,"$2,142",,,
,DP2E1,$445,,,
,DP2E5,$104,,,
,DP2F0,$122,,,
,DP2F2,$98,,,
,DP2F3,$257,,,
,DP2F9,$219,,,
,DP2G1,$493,,,
,DP2G2,$147,,,
,DP2G5,"$1,308",,,
,DP2G6,$189,,,
,DP2G7,$519,,,
,DP2G8,$274,,,
,DP2G9,$138,,,
,DP2H2,$159,,,
,DP2H4,$10,,,
,DP2H7,$222,,,
,DP2J5,$81,,,
,DP2J7,$94,,,
,DP2J8,$66,,,
,DP2J9,$27,,,
,DP2K0,$27,,,
,DP2K5,$112,,,
,DP2K7,$9,,,
,DP2K8,$46,,,
,DP2K9,$500,,,
,DP2L0,$4,,,
,DP2L1,$64,,,
,DP2L4,$142,,,
,DP2L5,$209,,,
,DP2M0,$251,,,
,DP2M8,$626,,,
,DP2N1,$920,,,
,DP2N3,$320,,,
,DP2N5,"$2,207",,,
,DP2N6,"$1,562",,,
,DP2P9,$651,,,
,DP2Q4,$380,,,
,DP2Q7,$197,,,
,DP2Q8,$64,,,
,DP2R0,"$2,188",,,
,DP2R7,$478,,,
,DP2T0,$90,,,
,DP2T2,$96,,,
,DP2T3,$57,,,
,DP2T5,$457,,,
,DP2T7,$241,,,
,DP2U6,$397,,,
,DP2V0,$582,,,
,DP2V1,$29,,,
,DP2V2,$34,,,
,DP2V5,$621,,,
,DP2W3,$216,,,
,DP2W8,$97,,,
,DP2W9,$226,,,
,DP2X6,$568,,,
,DP2X7,$546,,,
,DP2X8,$73,,,
,DP2Y0,$18,,,
,DP2Y1,$516,,,
,DP2Y3,$16,,,
,DP2Y5,$29,,,
,DP2Y9,"$1,214",,,
,DP2Z0,$567,,,
,DP2Z2,$125,,,
,DP2Z4,$523,,,
,DP2Z5,$96,,,
,DP2Z6,"$1,157",,,
,DP2Z9,$11,,,
,DP301,$101,,,
,DP305,$28,,,
,DP307,$150,,,
,DP309,$111,,,
,DP312,$101,,,
,DP3B4,$407,,,
,DP3B6,$156,,,
,DP3B8,$69,,,
,DP3C2,"$2,095",,,
,DP3C3,$409,,,
,DP3C4,$115,,,
,DP3C5,$97,,,
,DP3C6,$209,,,
,DP3C7,$98,,,
,DP3C8,"$1,165",,,
,DP3C9,$175,,,
,DP3D1,$129,,,
,DP3E3,$959,,,
,DP3E8,$579,,,
,DP3F5,$5,,,
,DP3F7,$132,,,
,DP3F8,"$1,413",,,
,DP3F9,$97,,,
,DP3G0,$546,,,
,DP3G6,$333,,,
,DP3H0,$657,,,
,DP3H2,"$1,158",,,
,DP3J7,$252,,,
,DP3K6,$322,,,
,DP3L0,$74,,,
,DP3L6,$482,,,
,DP3L8,$387,,,
,DP3M4,$80,,,
,DP3M6,$753,,,
,DP3M8,$241,,,
,DP3N2,$324,,,
,DP3N4,$889,,,
,DP3P2,$71,,,
,DP3P3,$382,,,
,DP3P6,$120,,,
,DP3Q5,$28,,,
,DP3Q6,$98,,,
,DP3Q7,$113,,,
,DP3Q8,$743,,,
,DP3Q9,$298,,,
,DP3R1,$8,,,
,DP3T3,$432,,,
,DP3T8,$190,,,
,DP3U1,$72,,,
,DP3U6,$147,,,
,DP3X0,"$1,462",,,
,DP3X9,$231,,,
,DP3Y3,"$1,085",,,
,DP3Y9,$101,,,
,DP3Z6,$28,,,
,DP3Z8,$101,,,
,DP3Z9,$87,,,